X,Y,Z,iscell,slope,slope_p
-261,-1168,-254,True,-5.58226209407603e-06,0.08538326818662383
-253,-958,-254,True,-2.4417188204552854e-05,3.335697922303639e-05
-487,-1042,-254,True,3.800478341340648e-06,0.2119168733296537
-247,-1144,-254,True,1.0373394189393094e-06,0.6244101559021968
-403,-1048,-254,True,-7.469165621097666e-06,0.23802893010102857
-391,-886,-254,True,-1.5863846566430075e-06,0.396460559889259
-359,-988,-254,True,-2.1177398692164933e-06,0.3536685874153461
-415,-812,-254,True,1.1076547210244821e-05,0.2472183740638107
-501,-1074,-254,True,-3.1091151286191085e-05,0.05418258833283073
-587,-1060,-254,True,7.856168260567709e-07,0.8110693102088613
-353,-1144,-254,True,-1.323812312241915e-05,0.004466055769729765
-383,-1124,-254,True,-6.365804396395425e-06,0.11959546282178507
-389,-1010,-254,True,-7.536563856125494e-07,0.6399066880392557
-395,-1020,-254,True,-2.4937216549397987e-06,0.1635916660101775
-381,-1176,-254,True,2.341026805361941e-06,0.06824140585014796
-249,-990,-254,True,-1.1938132220019857e-07,0.8888328940374294
-395,-1072,-254,True,-3.813319211108979e-08,0.9817609639453972
-327,-934,-254,True,4.315195171190681e-07,0.8383189028463913
-253,-904,-254,True,1.0136975602408765e-08,0.9940325242117949
-377,-954,-254,True,-2.1687664365200397e-05,0.005662045477613598
-397,-1212,-254,True,-1.3667645619014601e-05,0.0034356422645394646
-361,-882,-254,True,2.680811566003877e-07,0.7873060792130434
-291,-1012,-254,True,1.4482631238579476e-07,0.8202040686003348
-475,-1150,-254,True,-7.559966811117808e-08,0.9647277452047834
-235,-842,-254,True,6.519229691510025e-07,0.461106978075861
-330,-992,-254,True,-1.1025905328767e-06,0.533744144302335
-271,-862,-254,True,-9.548471442307903e-07,0.3599499791061107
-495,-1154,-254,True,-8.312266752601535e-07,0.5242328341485456
-323,-1034,-254,True,1.131077931762107e-05,0.32083487399341437
-273,-1080,-254,True,1.8749694398490845e-07,0.8082284786837536
-387,-846,-254,True,-5.701146986364454e-07,0.2882627643355541
-357,-1130,-254,True,-8.292852944185091e-08,0.9359476118332515
-385,-1130,-254,True,-2.2359430013155127e-07,0.815083550825342
-271,-1032,-254,True,-5.774144386016823e-07,0.30509249034541774
-439,-1210,-254,True,-1.5162093295144646e-06,0.2695005752179524
-355,-866,-254,True,8.50186119828792e-07,0.3288086574166025
-319,-936,-254,True,-6.105702703277562e-06,0.09097933280516154
-299,-1158,-254,True,-7.795712924044528e-08,0.8876570601846661
-283,-894,-254,True,-2.0525042283731006e-06,0.17564299633825262
-319,-1200,-254,True,-4.112633723568695e-07,0.5042600837571167
-477,-996,-254,True,-7.755366425973371e-07,0.4257045885196431
-499,-922,-254,True,-2.407409885419486e-07,0.8367453289218697
-499,-1002,-254,True,9.295546837908976e-07,0.5915511436083813
-531,-974,-254,True,1.0942549166566017e-07,0.8655789774285833
-501,-1054,-254,True,1.9091185671828486e-07,0.8148714678683031
-491,-1054,-254,True,1.4641158547410512e-07,0.8613660431835226
-561,-844,-254,True,-1.3378696639542996e-07,0.7437867260095768
-265,-920,-254,True,-1.9488528239955963e-06,0.3038276974246331
-431,-976,-254,True,5.77812171204213e-07,0.614075092612318
-423,-1064,-254,True,-1.8286011450729371e-06,0.1890065724869694
-279,-986,-254,True,-1.397668592668472e-06,0.056821639551378415
-339,-1010,-254,True,2.3555820901173716e-07,0.8114824400333959
-573,-908,-254,True,-7.525408820959498e-06,1.23410082189397e-07
-259,-954,-254,True,-2.0377282180736453e-06,0.09901313791526524
-335,-992,-254,True,5.336746502214977e-07,0.7921862715825948
-425,-916,-254,True,2.5168680593177187e-07,0.8593672629403138
-449,-816,-254,True,3.719675743940768e-07,0.5285146573726145
-495,-1026,-254,True,-6.502710146603982e-07,0.5997652388584589
-413,-834,-254,True,1.954407757745371e-06,0.19166374828545038
-379,-1018,-254,True,-1.6943001570877494e-07,0.9234136161735198
-233,-852,-254,True,-1.6353631192119626e-06,0.01017235514205718
-475,-1044,-254,True,-1.3415734182449995e-06,0.4260482201513842
-501,-1120,-254,True,1.7762594217994993e-07,0.871712255793734
-409,-1174,-254,True,5.630918054224229e-07,0.49585560513812066
-227,-980,-254,True,-1.1680007284125704e-06,0.33095593472517104
-465,-1202,-254,True,-2.3566383220568677e-07,0.7879276033197182
-519,-980,-254,True,1.332244176897705e-07,0.7534196567440842
-355,-1062,-254,True,1.2496068665670439e-06,0.08898034259955268
-597,-808,-254,True,-1.1078356650226574e-07,0.8273588110439888
-521,-810,-254,True,1.5466022478715005e-07,0.8023265567969728
-313,-1084,-254,True,-4.088641682189609e-08,0.9693203261903345
-397,-916,-254,True,-2.246942806699359e-07,0.8171318848433897
-317,-962,-254,True,-7.241459493553229e-07,0.417104520570741
-269,-1040,-254,True,2.9468760396687825e-07,0.7836601698774001
-503,-1172,-254,True,2.368332246286371e-07,0.7644532152782881
-541,-1068,-254,True,-2.7077451751240075e-08,0.9763022905912757
-363,-1142,-254,True,-1.5185621492343331e-06,0.2082579232162393
-295,-802,-254,True,5.907758685748357e-07,0.15622176752223577
-535,-1106,-254,True,8.812120677384444e-07,0.20140242631473904
-409,-1032,-254,True,4.4228707926515694e-08,0.9513892316041318
-311,-1016,-254,True,-1.4447610489785406e-06,0.352280324001327
-537,-852,-254,True,-1.907544947838223e-06,0.057279487367947114
-275,-938,-254,True,-3.8488601192707574e-07,0.44703546841467345
-233,-1004,-254,True,2.634025056694147e-07,0.6854559817273833
-373,-1012,-254,True,4.866218091095199e-07,0.5542862900972079
-435,-868,-254,True,-4.299347607935728e-07,0.734853357360773
-523,-1098,-254,True,6.621652694563408e-07,0.30725496771643723
-435,-1166,-254,True,-4.876299643331141e-07,0.38320096910027746
-531,-1038,-254,True,-1.7382789201262565e-07,0.7664328976885209
-251,-940,-254,True,-1.7548138974428848e-06,0.19923801838394498
-419,-802,-254,True,-1.1601911193834541e-06,0.16980885280016375
-493,-1174,-254,True,2.14841156331524e-06,0.1229748468842825
-489,-1202,-254,True,-7.631593016527689e-07,0.21074425446484527
-361,-1022,-254,True,-7.91040597079099e-07,0.47116682025584966
-357,-1110,-254,True,7.898847250712114e-08,0.9353556804750975
-419,-924,-254,True,5.942020040220381e-07,0.44022105146631774
-245,-1100,-254,True,3.1104909201018394e-07,0.6760277953557143
-231,-1174,-254,True,5.758359711216712e-07,0.3195276099619419
-289,-832,-254,True,1.841053189836273e-06,0.1746404238659685
-541,-926,-254,True,-3.5547133376152493e-07,0.4825898347525258
-231,-1046,-254,True,6.631095994087804e-07,0.4313941973997779
-237,-950,-254,True,-1.3764232709033496e-06,0.3734474736549134
-399,-996,-254,True,-1.9286389426846123e-06,0.08161362691900895
-609,-846,-254,True,-1.1470184730508605e-06,0.09833912265240075
-481,-868,-254,True,-5.169380048799599e-07,0.5822100485430367
-423,-842,-254,True,-3.538154998135702e-07,0.5094297499125792
-309,-876,-254,True,1.036748218047793e-07,0.8796574025994777
-281,-908,-254,True,-4.6008009085707e-07,0.6898140392429822
-259,-1020,-254,True,-6.10621284332117e-07,0.6445705864650797
-567,-834,-254,True,-2.757931454327408e-07,0.76548893490279
-277,-1184,-254,True,-1.0748108699992717e-06,0.23829723609740833
-483,-832,-254,True,3.944146471103047e-07,0.4295113708819499
-389,-1056,-254,True,-7.076811832424189e-06,0.000103793659365172
-307,-946,-254,True,6.092205208202824e-07,0.18845133861924931
-411,-1020,-254,True,2.0884198549869235e-07,0.8317150208335633
-339,-1088,-254,True,-9.149022538355342e-08,0.9144818752491906
-479,-1058,-254,True,1.0919782018538218e-06,0.11651654387279714
-439,-1152,-254,True,7.071000137011535e-08,0.9159753701024209
-337,-1210,-254,True,2.8539232694786163e-08,0.9617313173583771
-421,-1106,-254,True,-1.8018995115937442e-07,0.6752741781683996
-401,-1114,-254,True,6.994559409098803e-08,0.9003669936873426
-377,-1028,-254,True,-6.314700302343295e-07,0.47706608526674055
-271,-1004,-254,True,-1.8075905760175492e-07,0.7642080492366197
-253,-926,-254,True,4.1310810943623456e-07,0.5402025075852563
-235,-962,-254,True,6.93506383438668e-07,0.24916964391110236
-317,-978,-254,True,-4.938349290340025e-07,0.5292836365797019
-293,-892,-254,True,-4.781320775274132e-11,0.999918152544184
-239,-918,-254,True,7.225343419438754e-08,0.9320153492833896
-239,-942,-254,True,-4.220157050073332e-06,0.007498025589717146
-489,-1036,-254,True,-3.2891185276952466e-08,0.9634257826148886
-361,-868,-254,True,-1.0817274175902763e-07,0.8506986227036839
-419,-830,-254,True,9.979365589416175e-08,0.8576848378954157
-265,-1010,-254,True,-3.111632671499187e-07,0.7110823650474289
-415,-1000,-254,True,5.780275875524426e-07,0.4074553654555889
-433,-1070,-254,True,1.0987891213738398e-07,0.8822700944348993
-519,-826,-254,True,8.424804909917088e-08,0.7999326051755982
-305,-1056,-254,True,-1.442965894372445e-07,0.875813500021551
-457,-1098,-254,True,-4.991093255398199e-07,0.41148824623148605
-249,-1198,-254,True,-1.920439890758617e-07,0.7172432394891644
-391,-854,-254,True,-2.59020286227924e-07,0.6256308026496621
-411,-874,-254,True,3.051422728230053e-07,0.7101107884227829
-489,-1116,-254,True,-7.662431995929157e-07,0.3773691019191091
-253,-996,-254,True,4.0562846896443993e-07,0.5738710806340128
-285,-816,-254,True,4.6096227112469406e-08,0.8992058352928425
-281,-1014,-254,True,-9.143892061347896e-07,0.09494394192247349
-361,-1082,-254,True,-1.2089772502399648e-07,0.7980656510469746
-293,-1090,-254,True,-2.5232693514873256e-07,0.7616223291434556
-243,-1016,-254,True,-2.2084505181514937e-07,0.7320913994716641
-427,-882,-254,True,-7.479047425633676e-07,0.2614450477101972
-249,-1166,-254,True,-1.8156823277650456e-07,0.6253517170279262
-563,-810,-254,True,-5.866484615174281e-07,0.24583203165109646
-389,-818,-254,True,-3.123717447377929e-07,0.47832584913981036
-321,-1046,-254,True,1.297602793377555e-07,0.8428463836189184
-389,-1142,-254,True,1.350178122683563e-07,0.8652418267157627
-289,-1052,-254,True,-1.6326789709517724e-08,0.9814813046506721
-293,-842,-254,True,-9.25127735236848e-07,0.4427266114390048
-228,-885,-254,True,1.0469160497660047e-07,0.9140925616011895
-343,-984,-254,True,-3.556007484333539e-07,0.7372914530019319
-378,-841,-254,False,-3.4538871126654494e-07,0.5530421099005793
-379,-942,-254,True,3.169993837146792e-07,0.5875799921867064
-259,-892,-254,True,-2.158903094283759e-07,0.7439769265113498
-365,-960,-254,True,-1.8504867685260337e-07,0.8067173721835843
-323,-1080,-254,True,1.3934093393691344e-07,0.8724800340967259
-429,-1024,-254,True,-4.582029795586223e-07,0.40439693768569207
-361,-890,-254,True,5.843881909596448e-07,0.1495342901315698
-511,-990,-254,True,7.740660575328326e-09,0.9881689494343591
-611,-888,-254,True,5.917939891793379e-08,0.8014495839213728
-497,-906,-254,True,-2.1532458020267422e-07,0.6421305395295908
-309,-1114,-254,True,3.674878045779869e-07,0.6182292509773542
-343,-1066,-254,True,-1.1015338180466587e-07,0.8520836097705176
-455,-1168,-254,True,-1.5443371616041263e-07,0.7731842522143487
-515,-1144,-254,True,-5.444738935996623e-07,0.30787392482950043
-425,-894,-254,True,2.102898891075669e-08,0.9732616430200491
-253,-1162,-254,True,5.020570806535901e-07,0.37913057678225215
-337,-1118,-254,True,3.5111451501626133e-07,0.6432758749676656
-381,-866,-254,True,-2.887207301000218e-07,0.5468544503674677
-378,-1045,-254,True,1.9985137797069166e-07,0.8439104834782432
-383,-978,-254,True,-3.512262832144723e-07,0.7093495900543734
-253,-1024,-254,True,-4.4491608922818617e-07,0.5468903716379622
-395,-894,-254,True,-5.194502520685496e-07,0.32928778684922755
-227,-906,-254,True,1.1795690421562325e-07,0.8516933673316474
-399,-804,-254,True,-1.7618824380368982e-07,0.5277512004935916
-323,-1198,-254,True,-2.5485977469825745e-07,0.6544552935140446
-303,-1074,-254,True,-1.8304253647979222e-06,0.19709487074482432
-523,-1114,-254,True,9.251563708705496e-07,0.1379119931697873
-442,-916,-254,True,-9.191253078478017e-07,0.35232558821093496
-397,-900,-254,True,-1.65569433809314e-07,0.7712353841600994
-509,-804,-254,True,-1.6565236377871312e-07,0.7483880021613813
-467,-902,-254,True,-1.6391425858570616e-07,0.8294713331647707
-275,-1122,-254,True,-2.5898248719338803e-07,0.645917011509621
-289,-1040,-254,True,-3.7871870105456654e-07,0.447633207284866
-257,-1044,-254,True,-4.482537626058095e-07,0.4196043172477689
-367,-1004,-254,True,-2.5214987849603454e-07,0.7476329746711168
-452,-894,-254,True,-3.9426545361312715e-07,0.584134523963667
-261,-1052,-254,True,-1.481524577819063e-07,0.7636176975401592
-243,-1008,-254,True,-3.8640245979815183e-07,0.5587319670188964
-565,-1004,-254,True,1.24698842671062e-07,0.652163214766809
-423,-858,-254,False,-1.62064538072643e-06,0.20708706104929095
-377,-1138,-254,True,-9.248880019821082e-08,0.8920745503008325
-347,-1192,-254,True,-2.316465275208598e-07,0.7405491038101425
-267,-874,-254,True,7.862989731432048e-07,0.26429731798214384
-385,-1172,-254,True,-1.1892487380956572e-07,0.7897186931162707
-333,-1186,-254,True,2.65001550224048e-07,0.6808030577601196
-489,-890,-254,True,6.355290134748256e-08,0.8991920105401094
-303,-1170,-254,True,-2.639475214208531e-07,0.6725690935258134
-323,-1184,-254,True,-3.2829218124629734e-07,0.6029404226984886
-395,-848,-254,True,-8.219636941834802e-07,0.11898814666011076
-427,-1004,-254,True,2.024387579511293e-07,0.7169064180785001
-243,-1084,-254,True,6.712986248870775e-07,0.3266151544110488
-235,-1034,-254,True,2.502916090657353e-07,0.6476421967515855
-369,-968,-254,True,-5.517535666163577e-08,0.9324777481727279
-541,-898,-254,True,1.3597202078219104e-08,0.9748196448899461
-513,-1138,-254,True,-9.490082119487365e-08,0.8319936755093515
-250,-1090,-254,True,-1.5270205214183137e-07,0.8872671853622291
-541,-1004,-254,True,8.483845854243383e-10,0.9983945502795848
-575,-1110,-254,True,6.4928611562414245e-09,0.9869674806095935
-547,-854,-254,True,1.7339341540470341e-07,0.6493865751043014
-421,-806,-254,True,2.5660423930372127e-07,0.5855873296601641
-439,-898,-254,True,-1.5013503112706055e-07,0.782236932169677
-331,-1204,-254,True,-8.202830099827769e-07,0.28817757769611246
-403,-838,-254,True,1.208880334100527e-06,0.0346572507304273
-545,-870,-254,True,-8.493902155273533e-08,0.7705971603454278
-461,-1018,-254,True,2.696247580915759e-09,0.9960901834386787
-297,-1124,-254,True,8.17604219250785e-09,0.9904330537780703
-619,-870,-254,True,-2.2764207135712935e-07,0.5130000129909588
-380,-905,-254,False,2.5402478408385416e-06,0.12798721055065032
-337,-1196,-254,True,-8.258674377873347e-08,0.8762352378366698
-269,-832,-254,True,-2.3943699787137174e-07,0.326281253775335
-463,-1150,-254,True,3.3183030379556645e-08,0.9649701630290635
-589,-1120,-254,True,-1.3042728442521838e-07,0.6835393093324289
-445,-876,-254,True,-1.2770906550964765e-06,0.166220355994579
-368,-1136,-254,False,-1.1499624270570383e-06,0.6496182340467217
-410,-846,-254,False,-1.2078311337022262e-06,0.6115968786963237
-267,-1138,-254,True,-3.77224559000123e-07,0.6337601274726298
-237,-1066,-254,False,1.1985816820457346e-06,0.4098768566543254
-375,-916,-254,True,9.335495281914818e-08,0.8831932708267223
-231,-1122,-254,True,-1.449736276589834e-06,0.12527143281093842
-275,-1000,-254,True,1.3372039835221197e-07,0.8447927292455648
-257,-882,-254,True,1.5073551768109814e-07,0.8201728972228851
-341,-1018,-254,True,3.725945091388286e-07,0.5974073083060868
-537,-1096,-254,True,-5.3918322402953085e-08,0.9004665172961543
-551,-846,-254,True,3.461869865672935e-07,0.32576509513182894
-261,-1146,-254,True,9.24078724234158e-09,0.986867182916582
-433,-876,-254,True,2.5050732120348644e-07,0.632091172698264
-633,-950,-254,True,1.8119249840154026e-07,0.5939438880364764
-253,-808,-254,True,2.1440453311255897e-07,0.43497093499229433
-275,-954,-254,True,2.526658746090254e-07,0.6009904193740291
-597,-948,-254,True,1.5968456002646272e-07,0.6421448142544455
-411,-918,-254,True,-7.689524050245563e-08,0.867174277393355
-271,-886,-254,True,-5.449874597890719e-07,0.2772140318846245
-449,-1138,-254,False,-4.5037743027298345e-07,0.2941849826353957
-301,-866,-254,True,4.1092273812689444e-07,0.6598529780228286
-371,-1034,-254,False,-1.2638269216610775e-06,0.08357426187308795
-315,-874,-254,True,-1.1208761837592644e-08,0.9710926709218137
-243,-970,-254,True,-1.1452400610030002e-06,0.04859647308400597
-377,-1044,-254,True,-7.948017496601768e-08,0.9512780600186792
-451,-1124,-254,True,8.931089152569231e-08,0.7944407798324403
-545,-1032,-254,True,-2.0380148912001998e-07,0.6795499637941884
-327,-804,-254,False,-7.217320713947465e-09,0.9802697093137296
-455,-924,-254,True,5.012471561570639e-08,0.9217919498937384
-459,-952,-254,True,3.6167550522047494e-07,0.43440226094371504
-311,-1094,-254,True,6.032857452806901e-07,0.41640455802653653
-467,-835,-254,True,8.875212343157588e-07,0.15160982537537315
-253,-1006,-254,False,9.175576891689794e-07,0.3516708648838114
-302,-1114,-254,False,-8.659036742376819e-07,0.3513898992025418
-341,-1174,-254,False,-6.018859216470521e-07,0.3837255444670645
-487,-1210,-254,True,-1.4316900806955033e-07,0.7643190566228028
-439,-914,-254,True,7.310475044369474e-07,0.22178902348131044
-369,-1022,-254,True,-5.682068937989615e-07,0.4656713586609248
-388,-1032,-254,False,3.982251146059968e-07,0.7803198567453579
-377,-966,-254,True,-5.361533425364665e-07,0.4118729859597485
-577,-822,-254,True,1.1020629549117683e-07,0.7424200718768177
-301,-1192,-254,True,-1.0904697255034842e-07,0.8339287492177251
-315,-1060,-254,True,4.7518515571056244e-08,0.9439877569603972
-489,-842,-254,True,-1.4839065850621863e-07,0.7793437253708015
-499,-1176,-254,True,-7.416703796944275e-07,0.3183394287567312
-305,-1150,-254,True,-4.0154203052382575e-07,0.4117359854467548
-368,-1010,-254,True,-1.2075886921368337e-06,0.3377553935271831
-422,-832,-254,False,-3.2044542518390096e-06,0.1529416680411866
-359,-1064,-254,True,6.125660228778949e-07,0.3036522026980063
-323,-948,-254,True,-3.635079071770823e-07,0.5996533126965968
-415,-934,-254,False,-2.9479290010269194e-07,0.6437397540448833
-349,-1166,-254,True,-1.1582394975904674e-07,0.8370245162721239
-559,-956,-254,True,1.2856845395999468e-07,0.6080017550119862
-483,-820,-254,True,2.5248402654678516e-08,0.9532595379082718
-595,-878,-254,False,-3.7936206926613375e-07,0.3394766649515636
-387,-1184,-254,True,-2.0579085842714202e-07,0.600880117578114
-559,-1088,-254,True,2.2829772663439103e-07,0.4849779555074517
-261,-922,-254,True,-1.2948289443549493e-07,0.8840771702370761
-411,-960,-254,True,5.19136484175907e-07,0.601134142671537
-461,-978,-254,True,-5.419847960745342e-07,0.1542155226007861
-509,-852,-254,True,3.7623952238119135e-07,0.3617003089187546
-391,-828,-254,False,-6.217168273378165e-07,0.2843707666127573
-435,-982,-254,True,5.994886536050435e-07,0.2526124729317422
-505,-838,-254,True,1.29707073047863e-07,0.7707630181613907
-337,-988,-254,False,5.800079902573352e-07,0.4966651029759601
-405,-854,-254,True,-3.741467443246397e-07,0.4467036984357732
-497,-1014,-254,True,-4.6047966258744784e-07,0.5944520405194829
-473,-1024,-254,True,-2.839972343817288e-07,0.6647197337731234
-367,-1144,-254,True,9.838397873040523e-08,0.8868492610736042
-565,-1158,-254,False,1.9263513589420767e-07,0.5018082321790284
-443,-890,-254,True,-2.2861770357163036e-06,0.010994738088562134
-239,-892,-254,True,-4.904813799882341e-07,0.5209231968705488
-525,-1056,-254,True,-1.1312912914721372e-07,0.8640526777248281
-302,-1207,-254,True,4.0402724910272485e-07,0.5895346323520336
-585,-938,-254,False,-8.102796992496713e-07,0.028341160183543882
-445,-1204,-254,False,-1.616033547975164e-06,0.4506624811255696
-417,-850,-254,True,1.8075524905031432e-07,0.7557387085599683
-229,-882,-254,True,-2.399863931467441e-07,0.7856088121397686
-523,-832,-254,True,-4.745929589399543e-08,0.8748965064513404
-323,-842,-254,True,-2.467988797662223e-07,0.4617280399160145
-259,-1194,-254,True,4.494265401984478e-07,0.28021178014149384
-611,-1014,-254,True,-3.251558701572065e-07,0.07769894778938213
-387,-1090,-254,False,2.9612385893232865e-08,0.9299128629811079
-511,-906,-254,False,-1.1574414528787553e-07,0.6135156995936983
-337,-1030,-254,True,4.962986422908656e-07,0.5121168015029831
-439,-880,-254,False,-3.8385931601147386e-07,0.7488412644236966
-411,-1064,-254,True,-3.101857254146261e-07,0.5677840227772064
-485,-854,-254,False,6.194903491913317e-08,0.9151731742718521
-405,-1200,-254,True,4.069401720691607e-07,0.3795983523631211
-499,-930,-254,True,7.358381117757223e-08,0.8164271405268764
-463,-838,-254,True,8.079831976545526e-07,0.20501743524283159
-527,-826,-254,True,-1.594239042258083e-08,0.9681537845985004
-637,-814,-254,True,1.8548390724005128e-07,0.3126383779726942
-343,-1154,-254,True,-7.080600502180877e-07,0.3919032284685432
-253,-1090,-254,True,-8.414302346102335e-07,0.2541635555666816
-637,-942,-254,True,-6.71805061637223e-08,0.8650783739546507
-287,-1006,-254,False,-2.140410559491089e-07,0.7029217833659094
-339,-914,-254,True,-4.069850428788993e-07,0.2796133036548638
-301,-860,-254,True,-8.284812606831623e-07,0.2780050836010386
-511,-1090,-254,True,7.508286856481665e-08,0.9101289324981647
-357,-994,-254,False,2.3324951216370974e-07,0.9253960439851314
-603,-1042,-254,True,8.858447449005192e-08,0.6955593653746323
-427,-864,-254,True,3.5330438501936154e-08,0.9681227033942288
-389,-902,-254,True,-4.788407060442094e-07,0.4878590957205312
-483,-1092,-254,True,2.794411000543682e-07,0.6427340590682054
-259,-1010,-254,True,-2.8267113983636365e-07,0.7109985439784583
-485,-1158,-254,True,-2.388525971703486e-07,0.7722013708530799
-329,-1108,-254,True,1.7681090289026495e-07,0.8377252320566698
-233,-954,-254,True,6.829071894510622e-07,0.5105189727399293
-233,-1204,-254,False,-1.170006867491624e-07,0.7626717621751832
-439,-1040,-254,True,-5.864045505592113e-08,0.8952198136807045
-419,-894,-254,True,8.947873268903029e-07,0.17571122472242687
-239,-1108,-254,False,4.5869892228338695e-07,0.37086859670248196
-517,-1074,-254,True,4.440676488436644e-07,0.350444646988777
-271,-1178,-254,True,-2.927139708666861e-07,0.5250227784666899
-385,-922,-254,False,-1.0421724531573701e-06,0.4911344192124246
-475,-1084,-254,True,1.1819771603830701e-07,0.8559043617195279
-505,-1086,-254,True,-3.25933897835161e-07,0.6588330868445699
-255,-908,-254,False,1.110316053225012e-07,0.8517917366629937
-319,-1108,-254,True,-8.893559097386899e-08,0.8927857901591743
-633,-968,-254,True,-2.0315091928106707e-07,0.5217405212825089
-379,-884,-254,True,1.1163672200069144e-07,0.8349389210762801
-283,-1034,-254,True,3.1704176774764527e-07,0.6079634463242063
-565,-1102,-254,True,-2.732393109056231e-07,0.5110143721723851
-359,-1016,-254,True,-6.728846944102432e-07,0.46487405473316423
-433,-808,-254,True,-2.1100922811167517e-07,0.7091728364665549
-297,-1068,-254,True,-2.5126810646956093e-07,0.7355144553714614
-593,-1072,-254,True,-3.9375985737870955e-07,0.32619482760558316
-581,-1042,-254,True,-1.531319266523284e-07,0.6935256368442885
-311,-896,-254,True,-3.587532944279891e-07,0.3279548866393931
-281,-838,-254,True,-1.2770891589924094e-07,0.7604232978081249
-383,-932,-254,True,7.01415282431199e-08,0.9011106939841335
-411,-1206,-254,True,3.2752765084360365e-07,0.48506418526303263
-451,-862,-254,False,-1.017729241960196e-07,0.9159813634770475
-391,-1080,-254,False,-3.6912340273854626e-07,0.47456186090442165
-491,-1130,-254,True,1.397976198073434e-07,0.7397150624543408
-311,-1170,-254,True,2.75179451601932e-07,0.6235442349333755
-403,-912,-254,True,-1.8690332255326365e-07,0.7483750470802402
-533,-968,-254,False,1.1094103456445082e-07,0.7072741706020813
-291,-950,-254,True,5.842098181421936e-07,0.15005187692217772
-315,-866,-254,True,3.356867318316905e-07,0.3545421082128649
-523,-874,-254,True,-2.380100679682434e-07,0.544285089428691
-443,-850,-254,True,-4.209456739630536e-07,0.45143362071651716
-493,-1088,-254,True,3.2079642390973055e-07,0.5811594735553156
-243,-1212,-254,True,-1.0272465205158535e-07,0.8181708997600466
-439,-830,-254,True,-8.519922952102992e-07,0.3783082037801263
-545,-1086,-254,True,3.170475757056291e-07,0.5262654245779026
-567,-1062,-254,True,1.0327430547988328e-07,0.8645266231227062
-295,-1178,-254,True,-6.687630792587829e-08,0.8868908141784753
-225,-1102,-254,False,-4.613354406880527e-07,0.5579765321262544
-407,-1008,-254,True,-1.4602545424766366e-07,0.8280611252001988
-495,-830,-254,True,7.206757596983142e-07,0.11124695952159806
-428,-889,-254,False,-5.154869732076842e-07,0.7252284422374877
-313,-1122,-254,True,2.67228929802204e-07,0.6328538539424644
-561,-1048,-254,True,2.3501292242163786e-07,0.6092985152916373
-369,-1044,-254,True,4.4615915750034006e-08,0.9298233157937379
-401,-940,-254,True,-2.531101976826098e-07,0.6261674885421313
-511,-866,-254,True,5.033535934478834e-08,0.8942613022337729
-353,-942,-254,False,-2.5424193175905057e-07,0.49932890435057664
-450,-896,-254,False,-5.896410562179745e-07,0.6891839775679484
-291,-1096,-254,True,-6.977377027164677e-07,0.3885573570525307
-289,-876,-254,True,-2.648313317783404e-08,0.9548898617777534
-317,-931,-254,False,-6.027290076408556e-07,0.4173803457955573
-243,-1066,-254,True,8.010052356125626e-08,0.8892975408745643
-321,-974,-254,True,-6.611399283482567e-08,0.9129349054346159
-357,-1097,-254,False,-8.475605350071673e-07,0.5958993507463171
-633,-962,-254,True,1.5274497074223182e-07,0.5898606086465736
-465,-1170,-254,True,1.1657722948914969e-07,0.8168330853034637
-333,-1006,-254,False,4.740284390370181e-07,0.6533087766309081
-437,-856,-254,True,-1.1642201057288212e-06,0.3777304332573874
